City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,norman wells,65.282,-126.8329,77.04,50,40,9.22,CA,1626731614
84,saskylakh,71.9167,114.0833,51.35,92,94,5.37,RU,1626731719
85,biak,-0.9131,122.8766,74.43,83,88,6.2,ID,1626731719
86,ilulissat,69.2167,-51.1,37.58,96,100,14.92,GL,1626731719
87,vestmanna,62.1564,-7.1664,49.12,93,90,10.36,FO,1626731720
88,puerto ayora,-0.7393,-90.3518,80.56,89,88,4.0,EC,1626731720
89,victoria,22.2855,114.1577,81.25,94,95,4.0,HK,1626731540
90,esperance,-33.8667,121.9,51.64,79,99,10.56,AU,1626731721
91,hearst,49.6835,-83.6665,53.85,67,100,11.56,CA,1626731721
92,abha,18.2164,42.5053,60.62,94,40,9.22,SA,1626731644
93,sitka,57.0531,-135.33,65.01,69,68,5.93,US,1626731722
94,balikpapan,-1.2675,116.8289,77.0,86,26,5.55,ID,1626731722
95,vardo,70.3705,31.1107,44.8,83,100,8.55,NO,1626731722
96,arawa,-6.2132,155.5367,79.75,88,100,4.36,PG,1626731723
97,thompson,55.7435,-97.8558,69.96,32,40,4.61,CA,1626731723
98,huarmey,-10.0681,-78.1522,67.23,74,13,8.93,PE,1626731724
99,kaitangata,-46.2817,169.8464,41.23,85,48,4.45,NZ,1626731724
100,roros,62.5747,11.3842,49.84,76,90,3.44,NO,1626731725
101,nikolskoye,59.7035,30.7861,60.69,80,1,5.1,RU,1626731725
102,sambava,-14.2667,50.1667,71.62,85,71,12.17,MG,1626731725
103,coihaique,-45.5752,-72.0662,49.95,66,75,3.44,CL,1626731726
104,saint-philippe,-21.3585,55.7679,71.19,76,54,15.79,RE,1626731726
105,zheleznodorozhnyy,55.7503,38.0042,70.36,76,97,4.47,RU,1626731726
106,zhanaozen,43.3,52.8,85.42,28,0,10.11,KZ,1626731727
107,salalah,17.0151,54.0924,78.08,92,100,7.74,OM,1626731587
108,ancud,-41.8697,-73.8203,53.13,99,100,9.93,CL,1626731727
109,port blair,11.6667,92.75,81.0,85,100,19.19,IN,1626731728
110,sisimiut,66.9395,-53.6735,43.66,82,100,33.58,GL,1626731728
111,maceio,-9.6658,-35.7353,74.64,94,40,1.14,BR,1626731514
112,lompoc,34.6391,-120.4579,92.21,59,1,13.8,US,1626731729
113,dire,12.2833,-10.9667,82.29,66,84,1.54,ML,1626731729
114,moussoro,13.6408,16.4901,88.2,47,70,9.55,TD,1626731729
115,ponta do sol,32.6667,-17.1,72.72,79,6,3.98,PT,1626731730
116,east london,-33.0153,27.9116,62.22,76,0,13.89,ZA,1626731730
117,sobolevo,54.4299,31.8996,62.17,79,71,6.91,RU,1626731731
118,charters towers,-20.1,146.2667,59.07,46,7,8.68,AU,1626731731
119,kapaa,22.0752,-159.319,82.18,69,60,3.0,US,1626731731
120,fjerritslev,57.0813,9.2664,58.93,78,10,19.86,DK,1626731732
121,gorontalo,0.5412,123.0595,71.92,82,63,2.28,ID,1626731732
122,evensk,61.95,159.2333,61.57,59,100,4.34,RU,1626731733
123,gewane,10.1664,40.6453,84.51,44,84,16.4,ET,1626731733
124,avera,33.194,-82.5271,81.3,85,100,3.27,US,1626731734
125,carnarvon,-24.8667,113.6333,57.27,81,12,10.36,AU,1626731734
126,antalaha,-14.9003,50.2788,70.18,89,96,8.99,MG,1626731734
127,humboldt,40.6665,-123.9178,80.38,44,77,8.21,US,1626731494
128,namibe,-15.1961,12.1522,68.02,81,97,5.75,AO,1626731735
129,kodiak,57.79,-152.4072,61.27,75,31,7.4,US,1626731735
130,ternat,50.8667,4.1833,67.91,79,8,5.5,BE,1626731736
131,la rioja,42.25,-2.5,70.05,51,1,5.99,ES,1626731736
132,gaoual,11.75,-13.2,77.54,90,54,4.07,GN,1626731736
133,winnemucca,40.973,-117.7357,89.65,23,75,9.22,US,1626731737
134,bechem,7.0903,-2.025,69.8,99,47,2.59,GH,1626731737
135,praya,14.9215,-23.5087,77.54,83,75,6.91,CV,1626731526
136,saint george,37.1041,-113.5841,102.67,29,1,1.99,US,1626731738
137,hithadhoo,-0.6,73.0833,81.34,73,95,4.81,MV,1626731738
138,kondoa,-4.9,35.7833,55.51,64,15,2.66,TZ,1626731739
139,jardim,-21.4803,-56.1381,55.47,23,2,4.47,BR,1626731739
140,peace river,56.2501,-117.286,64.71,77,90,9.22,CA,1626731739
141,nome,64.5011,-165.4064,61.16,88,75,8.05,US,1626731579
142,vila velha,-20.3297,-40.2925,69.75,83,90,14.97,BR,1626731694
143,vavoua,7.3819,-6.4778,74.21,87,84,5.53,CI,1626731740
144,alofi,-19.0595,-169.9187,78.69,78,40,9.22,NU,1626731740
145,zaysan,47.4667,84.8667,67.28,36,12,5.75,KZ,1626731741
146,arraial do cabo,-22.9661,-42.0278,67.96,59,0,18.41,BR,1626731741
147,cape town,-33.9258,18.4232,53.11,87,75,3.0,ZA,1626731742
148,iralaya,15.0,-83.2333,80.69,85,100,12.75,HN,1626731742
149,ketchikan,55.3422,-131.6461,65.48,62,89,3.09,US,1626731742
150,shangrao,28.4532,117.9686,76.73,91,95,4.38,CN,1626731743
151,teruel,40.6667,-0.6667,67.96,62,3,6.58,ES,1626731743
152,vila franca do campo,37.7167,-25.4333,70.21,88,82,9.86,PT,1626731744
153,hamilton,39.1834,-84.5333,86.0,57,1,1.99,US,1626731521
154,saint-pierre,-21.3393,55.4781,71.28,73,20,24.16,RE,1626731744
155,punta gorda,26.9298,-82.0454,91.24,63,1,14.0,US,1626731745
156,bambanglipuro,-7.95,110.2833,74.79,92,42,5.3,ID,1626731745
157,lapinigan,8.4206,125.9825,74.17,99,100,1.32,PH,1626731746
158,manoel urbano,-8.8389,-69.2597,78.91,53,3,2.59,BR,1626731746
159,codrington,-38.2667,141.9667,48.15,89,100,13.2,AU,1626731746
160,the valley,18.217,-63.0578,86.14,70,20,16.11,AI,1626731747
161,omsukchan,62.5333,155.8,56.8,47,91,1.68,RU,1626731747
162,camacha,33.0833,-16.3333,67.42,64,75,11.5,PT,1626731748
163,ulagan,50.6321,87.9563,47.86,90,56,2.08,RU,1626731748
164,faya,18.3851,42.4509,60.91,79,98,6.53,SA,1626731749
165,yumen,40.2833,97.2,74.1,30,69,9.71,CN,1626731749
166,nata,8.3333,-80.5167,88.47,74,88,12.37,PA,1626731750
167,filingue,14.3521,3.3168,92.43,40,69,9.06,NE,1626731750
168,sao felix do xingu,-6.6447,-51.995,82.04,35,1,2.37,BR,1626731750
169,grand gaube,-20.0064,57.6608,72.0,67,21,5.01,MU,1626731751
170,katsuura,35.1333,140.3,83.1,80,1,5.03,JP,1626731751
171,lebu,-37.6167,-73.65,53.04,88,92,13.11,CL,1626731752
172,pringsewu,-5.3582,104.9744,72.41,97,45,2.89,ID,1626731752
173,kuching,1.55,110.3333,73.62,100,40,2.3,MY,1626731752
174,pisco,-13.7,-76.2167,64.45,77,20,8.05,PE,1626731700
175,abu dhabi,24.4667,54.3667,93.31,79,0,4.61,AE,1626731692
176,bukama,-9.2,25.85,68.36,38,5,4.29,CD,1626731753
177,appleton,44.2619,-88.4154,84.87,54,1,5.01,US,1626731753
178,flinders,-34.5833,150.8552,51.39,67,4,1.99,AU,1626731754
179,urumqi,43.801,87.6005,74.35,27,97,2.24,CN,1626731754
180,auki,-8.7676,160.7034,81.57,72,100,4.03,SB,1626731755
181,airai,-8.9266,125.4092,54.9,83,5,3.36,TL,1626731755
182,vostok,46.4856,135.8833,75.29,70,20,0.58,RU,1626731756
183,kokkola,63.8385,23.1307,60.93,67,0,5.01,FI,1626731756
184,labuhan,-6.8844,112.2051,77.16,84,44,8.57,ID,1626731756
185,klichka,50.4457,117.996,64.04,90,32,1.97,RU,1626731757
186,upernavik,72.7868,-56.1549,41.05,84,99,3.29,GL,1626731757
187,tuatapere,-46.1333,167.6833,36.82,84,91,5.48,NZ,1626731758
188,boende,-0.2167,20.8667,74.88,65,64,2.62,CD,1626731758
189,lorengau,-2.0226,147.2712,80.42,81,100,2.82,PG,1626731758
190,luderitz,-26.6481,15.1594,57.81,80,5,11.72,NA,1626731759
191,ulaangom,49.9811,92.0667,59.47,69,53,3.24,MN,1626731759
192,goderich,43.7501,-81.7165,83.03,83,28,6.91,CA,1626731504
193,isla mujeres,21.2311,-86.731,86.16,69,2,8.88,MX,1626731760
194,castro,-24.7911,-50.0119,41.32,68,8,1.21,BR,1626731760
195,taoudenni,22.6783,-3.9836,106.63,7,15,3.47,ML,1626731761
196,lagoa,39.05,-27.9833,69.31,84,89,23.71,PT,1626731761
197,dikson,73.5069,80.5464,38.86,80,0,7.16,RU,1626731761
198,yellowknife,62.456,-114.3525,71.29,63,75,6.91,CA,1626731762
199,bulgan,48.8125,103.5347,50.79,83,93,0.45,MN,1626731762
200,leningradskiy,69.3833,178.4167,40.75,85,100,2.86,RU,1626731763
201,prado,-17.3411,-39.2208,74.34,85,0,10.31,BR,1626731763
202,marawi,7.9986,124.2928,66.65,82,92,4.0,PH,1626731764
203,zhengjiatun,43.5064,123.5064,74.43,85,15,10.67,CN,1626731764
204,chuy,-33.6971,-53.4616,46.09,85,27,6.49,UY,1626731765
205,macomer,40.262,8.7699,65.23,58,0,3.44,IT,1626731765
206,alice springs,-23.7,133.8833,44.15,65,9,0.0,AU,1626731606
207,hilo,19.7297,-155.09,79.79,87,90,8.05,US,1626731596
208,touros,-5.1989,-35.4608,76.1,81,44,13.4,BR,1626731766
209,mosquera,4.7059,-74.2302,60.89,59,40,11.5,CO,1626731646
210,riyadh,24.6877,46.7219,96.94,42,97,5.17,SA,1626731503
211,matviyivka,47.0747,35.1444,78.8,55,0,6.55,UA,1626731767
212,andilamena,-17.0167,48.5833,58.62,98,100,7.83,MG,1626731767
213,bilibino,68.0546,166.4372,53.08,51,6,1.03,RU,1626731768
214,yuzhnyy,53.2542,83.6936,59.38,77,0,4.47,RU,1626731768
215,campbellsville,37.3434,-85.3419,85.68,48,70,3.0,US,1626731768
216,termiz,37.2242,67.2783,82.49,21,0,9.22,UZ,1626731769
217,tabas,33.5959,56.9244,88.11,15,10,5.41,IR,1626731769
218,cabo san lucas,22.8909,-109.9124,98.62,63,6,14.47,MX,1626731770
219,kawalu,-7.3817,108.2082,70.97,97,47,1.54,ID,1626731770
220,comodoro rivadavia,-45.8667,-67.5,60.66,48,75,10.36,AR,1626731771
221,lingao,19.9103,109.6859,81.68,79,99,10.8,CN,1626731771
222,geraldton,-28.7667,114.6,57.61,88,90,13.8,AU,1626731771
223,tasiilaq,65.6145,-37.6368,40.12,90,100,8.57,GL,1626731772
224,cayenne,4.9333,-52.3333,84.24,87,0,0.0,GF,1626731556
225,bykovo,55.6361,38.0803,70.56,83,0,6.71,RU,1626731772
226,mega,4.05,38.3,61.88,58,100,6.17,ET,1626731773
227,dingli,35.8614,14.3822,73.81,88,20,4.61,MT,1626731773
228,itarema,-2.9248,-39.9167,79.2,77,48,13.42,BR,1626731773
229,kysyl-syr,63.8986,122.7617,64.92,71,100,3.94,RU,1626731774
230,hit,33.6416,42.8251,100.17,10,0,20.67,IQ,1626731774
231,khor,47.8861,134.9464,75.18,69,19,3.91,RU,1626731775
232,bendigo,-36.7667,144.2833,46.85,69,99,1.99,AU,1626731743
233,husavik,66.0449,-17.3389,51.71,83,79,2.93,IS,1626731775
234,kumburgaz,41.0211,28.4772,78.71,89,0,4.14,TR,1626731776
235,otavalo,0.2333,-78.2667,71.82,89,100,4.63,EC,1626731776
236,qrendi,35.8347,14.4583,75.11,88,20,4.61,MT,1626731776
237,tessalit,20.1986,1.0114,100.51,11,100,10.74,ML,1626731777
238,troitskoye,52.9821,84.6757,55.78,84,20,5.3,RU,1626731777
239,muli,2.9167,73.5667,82.89,72,97,9.44,MV,1626731778
240,belle fourche,44.6714,-103.8522,96.48,18,5,18.61,US,1626731723
241,stanislav,46.5691,32.1478,81.1,60,1,7.94,UA,1626731778
242,clarksville,36.5298,-87.3595,85.71,61,56,1.01,US,1626731778
243,fort nelson,58.8053,-122.7002,72.99,46,75,8.05,CA,1626731779
244,debre tabor,11.85,38.0167,53.46,94,100,4.54,ET,1626731779
245,lasa,46.6166,10.7002,63.36,82,21,4.09,IT,1626731780
246,aklavik,68.2191,-135.0107,76.03,53,75,6.91,CA,1626731780
247,rocha,-34.4833,-54.3333,42.01,93,28,5.99,UY,1626731780
248,lavrentiya,65.5833,-171.0,45.41,98,100,4.61,RU,1626731781
249,kahului,20.8947,-156.47,81.84,86,46,8.99,US,1626731781
250,san patricio,28.017,-97.5169,95.72,54,63,13.78,US,1626731782
251,hluti,-27.2167,31.6167,49.64,44,0,3.78,SZ,1626731782
252,pimentel,-6.8367,-79.9342,73.69,80,0,5.01,PE,1626731782
253,springbok,-29.6643,17.8865,50.4,67,49,2.77,ZA,1626731783
254,hami,42.8,93.45,84.87,24,100,10.58,CN,1626731783
255,brae,60.3964,-1.353,53.51,96,99,11.3,GB,1626731783
256,jumla,29.2747,82.1838,63.18,98,100,2.95,NP,1626731784
257,kisanga,-7.4362,37.7034,69.04,76,22,2.93,TZ,1626731784
258,fairbanks,64.8378,-147.7164,82.09,40,1,1.01,US,1626731610
259,tamiahua,21.2667,-97.45,85.46,65,7,10.98,MX,1626731785
260,sadiqabad,28.3062,70.1307,87.33,68,92,18.81,PK,1626731785
261,ko samui,9.5357,99.9357,83.19,75,99,19.77,TH,1626731579
262,portales,34.1862,-103.3344,90.34,29,45,11.65,US,1626731786
263,sorong,-0.8833,131.25,77.68,86,100,5.59,ID,1626731786
264,la macarena,2.1837,-73.7849,73.71,96,72,3.02,CO,1626731787
265,muros,42.7762,-9.0603,68.68,82,4,4.05,ES,1626731787
266,wahiawa,21.5028,-158.0236,80.87,71,90,6.91,US,1626731787
267,mount isa,-20.7333,139.5,42.57,65,4,1.14,AU,1626731788
268,north bend,43.4065,-124.2243,78.24,69,24,10.71,US,1626731788
269,corowa,-36.0333,146.3833,46.72,95,100,6.62,AU,1626731788
270,sinnamary,5.3833,-52.95,77.05,87,100,7.02,GF,1626731789
271,ushtobe,45.2514,77.9838,72.61,25,0,3.15,KZ,1626731789
272,cidreira,-30.1811,-50.2056,54.34,69,63,16.2,BR,1626731790
273,narsaq,60.9167,-46.05,45.25,96,98,4.16,GL,1626731790
274,cabadiangan,9.7531,122.4739,79.47,88,100,8.21,PH,1626731790
275,berlevag,70.8578,29.0864,44.31,77,83,22.57,NO,1626731791
276,clyde river,70.4692,-68.5914,39.43,81,90,6.91,CA,1626731791
277,salym,60.0625,71.4789,53.58,95,47,4.21,RU,1626731792
278,helmond,51.4817,5.6611,65.01,81,1,3.44,NL,1626731792
279,ixtapa,20.7,-105.2,86.23,83,93,7.0,MX,1626731749
280,acapulco,16.8634,-99.8901,87.94,62,4,10.6,MX,1626731793
281,kedrovyy,56.1667,91.8167,55.81,97,46,2.21,RU,1626731793
282,eureka,40.8021,-124.1637,68.2,71,70,7.0,US,1626731586
283,clonakilty,51.6231,-8.8706,63.61,86,0,3.09,IE,1626731794
284,nerchinskiy zavod,51.3088,119.61,61.38,97,76,1.23,RU,1626731794
285,fort william,56.8165,-5.1121,56.3,93,11,2.68,GB,1626731794
286,petropavlovsk-kamchatskiy,53.0452,158.6483,54.19,100,90,2.24,RU,1626731795
287,fortuna foothills,32.6578,-114.4119,109.54,24,1,3.0,US,1626731795
288,killybegs,54.6333,-8.45,59.45,91,18,6.51,IE,1626731796
289,estelle,29.8458,-90.1067,87.01,68,75,1.01,US,1626731796
290,saint anthony,45.0205,-93.218,90.93,41,75,1.99,US,1626731796
291,sovetskiy,61.3614,63.5842,58.35,77,4,4.21,RU,1626731797
292,jizan,17.3333,42.6667,90.54,66,100,8.37,SA,1626731797
293,serowe,-22.3833,26.7167,47.21,60,3,1.61,BW,1626731797
294,kapoeta,4.7717,33.5903,70.68,80,87,4.45,SS,1626731798
295,pevek,69.7008,170.3133,37.51,85,19,4.85,RU,1626731798
296,tura,25.5198,90.2201,73.8,98,100,3.98,IN,1626731799
297,lucea,18.451,-78.1736,86.86,73,36,14.5,JM,1626731799
298,disraeli,45.9001,-71.3491,79.68,72,100,6.33,CA,1626731799
299,virden,39.5009,-89.7679,84.38,70,0,7.7,US,1626731800
300,ipameri,-17.7219,-48.1597,63.32,16,0,6.58,BR,1626731800
301,tilichiki,60.4667,166.1,59.72,59,70,17.78,RU,1626731800
302,arman,59.7,150.1667,60.64,56,67,0.85,RU,1626731801
303,mecca,21.4267,39.8261,90.03,31,100,2.44,SA,1626731801
304,xinglongshan,43.9561,125.4661,74.95,78,20,6.71,CN,1626731802
305,agadez,19.75,10.25,90.9,16,43,1.68,NE,1626731802
306,hualmay,-11.0964,-77.6139,65.37,76,21,10.25,PE,1626731802
307,vao,-22.6667,167.4833,69.28,74,61,11.05,NC,1626731803
308,dunedin,-45.8742,170.5036,48.79,66,25,5.99,NZ,1626731803
309,hervey bay,-25.2986,152.8535,55.02,59,0,3.0,AU,1626731803
310,vermilion,40.1667,-87.7506,84.29,58,1,1.01,US,1626731804
311,puerto rico,-26.796,-55.024,47.34,68,99,1.68,AR,1626731805
312,biltine,14.5333,20.9167,81.5,57,98,9.78,TD,1626731805
313,dreux,48.6667,1.25,73.09,85,55,6.87,FR,1626731805
314,bambous virieux,-20.3428,57.7575,71.85,68,40,14.97,MU,1626731806
315,newport,51.5877,-2.9984,73.69,77,0,3.6,GB,1626731806
316,nova varos,43.4606,19.8114,57.99,98,87,1.32,RS,1626731807
317,key west,24.5557,-81.7826,89.01,75,63,12.15,US,1626731804
318,laguna,38.421,-121.4238,103.44,23,20,5.01,US,1626731807
319,banda aceh,5.5577,95.3222,79.5,73,97,14.07,ID,1626731808
320,matagami,49.7502,-77.6328,50.11,93,90,4.61,CA,1626731808
321,coahuayana,18.7333,-103.6833,88.38,64,63,5.66,MX,1626731809
322,coquimbo,-29.9533,-71.3436,55.13,76,0,6.91,CL,1626731809
323,roald,62.5833,6.1333,57.0,87,90,17.27,NO,1626731809
324,kloulklubed,7.0419,134.2556,82.63,75,100,7.9,PW,1626731810
325,sumbawanga,-7.9667,31.6167,53.56,56,0,3.96,TZ,1626731810
326,sande,53.5049,8.0142,61.03,67,100,8.19,DE,1626731810
327,pochutla,15.7432,-96.4661,91.81,55,55,6.76,MX,1626731811
328,am timan,11.0297,20.2827,73.8,86,81,6.64,TD,1626731811
329,zakamensk,50.3741,103.2863,48.24,96,30,2.28,RU,1626731812
330,caluquembe,-13.7833,14.6833,57.36,64,74,1.92,AO,1626731812
331,chadiza,-14.0678,32.4392,53.17,71,67,2.51,ZM,1626731813
332,broome,42.2506,-75.833,81.54,77,1,4.0,US,1626731813
333,ilhabela,-23.7781,-45.3581,59.63,60,9,10.51,BR,1626731813
334,synya,65.3718,58.0387,61.9,61,57,9.22,RU,1626731814
335,atambua,-9.1061,124.8925,68.76,90,12,4.76,ID,1626731815
336,mahebourg,-20.4081,57.7,71.89,68,40,14.97,MU,1626731815
337,kumsi,14.0667,75.4,68.2,94,92,8.97,IN,1626731815
338,hofn,64.2539,-15.2082,51.71,85,69,3.96,IS,1626731816
339,san carlos de bariloche,-41.1456,-71.3082,51.55,71,40,16.11,AR,1626731816
340,seondha,26.1578,78.7797,84.51,73,100,3.98,IN,1626731817
341,palu,-0.8917,119.8707,74.39,95,35,3.38,ID,1626731817
342,columbus,39.9612,-82.9988,84.88,58,40,4.0,US,1626731708
343,seoul,37.5683,126.9778,76.44,94,0,3.44,KR,1626731588
344,antofagasta,-23.65,-70.4,58.28,78,70,5.21,CL,1626731818
345,kiruna,67.8557,20.2251,43.72,61,40,11.5,SE,1626731818
346,moree,-29.4667,149.85,42.82,87,20,9.22,AU,1626731819
347,torbay,47.6666,-52.7314,67.15,80,75,13.8,CA,1626731819
348,ipixuna,-1.7625,-48.8043,76.95,90,94,3.47,BR,1626731819
349,montorio al vomano,42.5831,13.6383,71.1,80,7,4.45,IT,1626731820
350,sao filipe,14.8961,-24.4956,75.04,85,25,8.03,CV,1626731820
351,chalus,36.655,51.4204,78.26,83,0,4.61,IR,1626731821
352,bathsheba,13.2167,-59.5167,84.81,70,20,23.02,BB,1626731821
353,severo-yeniseyskiy,60.3725,93.0408,51.51,94,87,7.38,RU,1626731821
354,vale da amoreira,39.0697,-7.6985,72.03,84,0,8.81,PT,1626731822
355,mezhdurechenskiy,59.6,65.9333,64.38,74,96,1.14,RU,1626731822
356,along,28.1667,94.7667,75.24,99,100,1.95,IN,1626731823
357,westport,41.1415,-73.3579,82.2,76,90,1.01,US,1626731792
358,kruisfontein,-34.0033,24.7314,51.89,90,100,6.64,ZA,1626731823
359,merauke,-8.4667,140.3333,76.6,82,99,12.88,ID,1626731824
360,la ronge,55.1001,-105.2842,64.62,63,75,8.05,CA,1626731824
361,puerto escondido,15.85,-97.0667,90.43,58,40,6.91,MX,1626731569
362,kurchum,48.5722,83.6542,68.77,43,56,4.99,KZ,1626731825
363,kasongo-lunda,-6.4667,16.8167,71.62,31,72,1.59,CD,1626731825
364,provideniya,64.3833,-173.3,50.11,81,90,6.71,RU,1626731825
365,hasaki,35.7333,140.8333,77.4,83,2,7.52,JP,1626731826
366,tuy hoa,13.0833,109.3,80.4,69,100,17.72,VN,1626731814
367,hambantota,6.1241,81.1185,79.14,94,20,3.44,LK,1626731826
368,tsabong,-26.0217,22.401,50.47,30,0,10.96,BW,1626731827
369,guhagar,17.4842,73.1929,77.05,87,100,9.17,IN,1626731827
